"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"도산동 1225-25",1,,광주광역시 광산구 도산동 1225-25,35.129403,126.782433,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1225-1",1,광주광역시 광산구 평동로1098번길 125-5,광주광역시 광산구 도산동 1225-1,,126.782910,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1225-11",1,광주광역시 광산구 평동로1098번길 125-6,광주광역시 광산구 도산동 1225-11,,126.782644,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 814-15",1,,광주광역시 광산구 도산동 814-15,35.129875,126.797194,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 814-15",1,,광주광역시 광산구 도산동 814-15,35.129875,126.797194,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1295-6",1,,광주광역시 광산구 도산동 1295-6,35.128402,126.790523,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 983",1,,광주광역시 광산구 도산동 983,35.132578,126.786292,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 983",1,,광주광역시 광산구 도산동 983,35.132578,126.786292,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1021-18",1,광주광역시 광산구 상무대로133번길 17-31,광주광역시 광산구 도산동 1021-18,35.131775,126.787028,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1020-13",1,,광주광역시 광산구 도산동 1020-13,35.131496,126.787131,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1001-11",1,,광주광역시 광산구 도산동 1001-11,35.130823,126.786526,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1003-1",1,광주광역시 광산구 상무대로 111,광주광역시 광산구 도산동 1003-1,,126.786632,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1000-2",1,광주광역시 광산구 상무대로 105-12,광주광역시 광산구 도산동 1000-2,35.130360,126.786182,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1000-13",1,광주광역시 광산구 상무대로 105-12,광주광역시 광산구 도산동 1000-13,,126.786125,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1208-14",1,광주광역시 광산구 상무대로 77-6,광주광역시 광산구 도산동 1208-14,35.127918,126.784496,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1207-29",1,광주광역시 광산구 상무대로 77-13,광주광역시 광산구 도산동 1207-29,,126.784289,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1271-12",1,광주광역시 광산구 상무대로 77-22,광주광역시 광산구 도산동 1271-12,35.127533,126.783832,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1271-14",1,,광주광역시 광산구 도산동 1271-14,35.127388,126.783736,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1271-2",2,광주광역시 광산구 상무대로 53-25,광주광역시 광산구 도산동 1271-2,,126.783389,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1194-2",1,,광주광역시 광산구 도산동 1194-2,35.126155,126.782986,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1194-1",1,광주광역시 광산구 상무대로 53-14,광주광역시 광산구 도산동 1194-1,35.126333,126.782852,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1194-1",1,광주광역시 광산구 상무대로 53-14,광주광역시 광산구 도산동 1194-1,35.126333,126.782852,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1271-5",1,광주광역시 광산구 상무대로 53-15,광주광역시 광산구 도산동 1271-5,35.126540,126.782805,,건축물,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1196-7",1,광주광역시 광산구 상무대로 58,광주광역시 광산구 도산동 1196-7,,126.783743,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1206-6",1,광주광역시 광산구 상무대로 74,광주광역시 광산구 도산동 1206-6,35.127191,126.784781,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1207-17",1,광주광역시 광산구 상무대로 80-9,광주광역시 광산구 도산동 1207-17,35.127428,126.785063,,건축물,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1207-18",1,광주광역시 광산구 상무대로 80-11,광주광역시 광산구 도산동 1207-18,,126.785108,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1207-21",1,광주광역시 광산구 상무대로 80-17,광주광역시 광산구 도산동 1207-21,,126.785274,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1212-3",1,광주광역시 광산구 상무대로 80-27,광주광역시 광산구 도산동 1212-3,35.126648,126.785502,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1212-7",1,광주광역시 광산구 상무대로 80-39,광주광역시 광산구 도산동 1212-7,,126.785750,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1213-3",1,,광주광역시 광산구 도산동 1213-3,35.127111,126.785758,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1209-6",1,광주광역시 광산구 송도로85번길 45-6,광주광역시 광산구 도산동 1209-6,35.127355,126.785821,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1209-10",1,광주광역시 광산구 송도로85번길 45-10,광주광역시 광산구 도산동 1209-10,35.127632,126.785597,,건축물,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1218-29",1,,광주광역시 광산구 도산동 1218-29,35.128234,126.785380,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1185-2",1,광주광역시 광산구 송도로 93,광주광역시 광산구 도산동 1185-2,,126.787334,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1122-10",1,,광주광역시 광산구 도산동 1122-10,35.126295,126.787109,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1122-4",1,광주광역시 광산구 서도산길 16,광주광역시 광산구 도산동 1122-4,35.126475,126.787062,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1122-5",1,,광주광역시 광산구 도산동 1122-5,,126.787214,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1122-2",1,광주광역시 광산구 서도산길 22-1,광주광역시 광산구 도산동 1122-2,35.126891,126.787188,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1122-1",1,,광주광역시 광산구 도산동 1122-1,35.126961,126.787011,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1121-5",1,광주광역시 광산구 서도산길 32,광주광역시 광산구 도산동 1121-5,35.127114,126.786976,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1121-7",1,광주광역시 광산구 서도산길 34,광주광역시 광산구 도산동 1121-7,35.127099,126.787251,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1119-3",1,광주광역시 광산구 서도산길 50,광주광역시 광산구 도산동 1119-3,35.127799,126.786955,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1217-5",1,,광주광역시 광산구 도산동 1217-5,35.127578,126.786552,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1112-5",1,광주광역시 광산구 서도산길50번길 1,광주광역시 광산구 도산동 1112-5,35.127952,126.786953,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1112-1",1,,광주광역시 광산구 도산동 1112-1,35.128053,126.787138,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1218-163",1,,광주광역시 광산구 도산동 1218-163,35.128373,126.786716,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1218-133",1,광주광역시 광산구 송도로85번길 56-18,광주광역시 광산구 도산동 1218-133,35.128055,126.786480,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1218-10",1,광주광역시 광산구 송도로85번길 56,광주광역시 광산구 도산동 1218-10,35.127900,126.786251,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1112-16",1,광주광역시 광산구 서도산길 60,광주광역시 광산구 도산동 1112-16,,126.787001,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1107-26",1,,광주광역시 광산구 도산동 1107-26,35.128880,126.786961,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1220-4",1,광주광역시 광산구 서도산길 82,광주광역시 광산구 도산동 1220-4,,126.786758,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1107-23",1,,광주광역시 광산구 도산동 1107-23,35.129025,126.787036,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1107-4",1,,광주광역시 광산구 도산동 1107-4,35.128967,126.787508,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1304-1",1,광주광역시 광산구 남동길 15,광주광역시 광산구 도산동 1304-1,,126.788086,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1112-3",1,광주광역시 광산구 서도산길50번길 15,광주광역시 광산구 도산동 1112-3,35.127931,126.787546,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1113",1,광주광역시 광산구 서도산길50번길 15,광주광역시 광산구 도산동 1113,35.127986,126.787698,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1116",1,,광주광역시 광산구 도산동 1116,35.127748,126.788163,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1117-14",1,,광주광역시 광산구 도산동 1117-14,35.127511,126.787881,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1117-18",1,,광주광역시 광산구 도산동 1117-18,35.127146,126.788347,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1121-15",1,,광주광역시 광산구 도산동 1121-15,35.126681,126.787806,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1116",1,,광주광역시 광산구 도산동 1116,35.127748,126.788163,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1099-20",1,광주광역시 광산구 서도산길50번길 33,광주광역시 광산구 도산동 1099-20,35.127744,126.788646,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1099-10",1,광주광역시 광산구 서도산길50번길 37,광주광역시 광산구 도산동 1099-10,,126.788920,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1127-1",1,광주광역시 광산구 송도로 113,광주광역시 광산구 도산동 1127-1,35.127216,126.789081,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1134-4",1,광주광역시 광산구 송도로 119,광주광역시 광산구 도산동 1134-4,35.127142,126.789741,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1134-3",1,광주광역시 광산구 도산로9번길 51,광주광역시 광산구 도산동 1134-3,35.127286,126.789793,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1307-1",1,광주광역시 광산구 남동길 3,광주광역시 광산구 도산동 1307-1,,126.789619,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1296-1",1,,광주광역시 광산구 도산동 1296-1,35.128322,126.789723,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1306-1",1,광주광역시 광산구 남동길 11,광주광역시 광산구 도산동 1306-1,35.128261,126.788967,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1305-3",1,,광주광역시 광산구 도산동 1305-3,35.128184,126.788485,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1305-2",1,,광주광역시 광산구 도산동 1305-2,35.128161,126.788069,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1305-2",1,,광주광역시 광산구 도산동 1305-2,35.128161,126.788069,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1305-1",1,광주광역시 광산구 서도산길50번길 15,광주광역시 광산구 도산동 1305-1,35.128175,126.787630,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1304-1",1,광주광역시 광산구 남동길 15,광주광역시 광산구 도산동 1304-1,35.128468,126.788086,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1304-1",1,광주광역시 광산구 남동길 15,광주광역시 광산구 도산동 1304-1,35.128468,126.788086,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1302-2",1,광주광역시 광산구 서도산길 70-26,광주광역시 광산구 도산동 1302-2,35.128821,126.788224,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1107-4",1,,광주광역시 광산구 도산동 1107-4,35.128967,126.787508,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1008-3",1,광주광역시 광산구 상무대로 114,광주광역시 광산구 도산동 1008-3,35.129870,126.787670,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1286-4",1,광주광역시 광산구 상무대로 122-10,광주광역시 광산구 도산동 1286-4,35.130721,126.787998,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1286-5",1,광주광역시 광산구 상무대로 122-12,광주광역시 광산구 도산동 1286-5,35.130677,126.788130,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1283-1",1,광주광역시 광산구 남동길 44,광주광역시 광산구 도산동 1283-1,35.130963,126.788751,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1283-16",1,광주광역시 광산구 남동길 46,광주광역시 광산구 도산동 1283-16,35.131081,126.788848,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1285-3",1,광주광역시 광산구 상무대로 128-14,광주광역시 광산구 도산동 1285-3,35.131172,126.788090,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1279-3",1,광주광역시 광산구 상무대로 128-5,광주광역시 광산구 도산동 1279-3,35.131473,126.788382,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1280-1",1,광주광역시 광산구 남동길48번길 1,광주광역시 광산구 도산동 1280-1,35.131316,126.788922,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1280-2",1,광주광역시 광산구 남동길48번길 5,광주광역시 광산구 도산동 1280-2,35.131237,126.789175,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1280-2",1,광주광역시 광산구 남동길48번길 5,광주광역시 광산구 도산동 1280-2,35.131237,126.789175,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1030",1,광주광역시 광산구 남동길48번길 5,광주광역시 광산구 도산동 1030,35.131428,126.789348,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1029-12",1,,광주광역시 광산구 도산동 1029-12,35.131560,126.789895,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 128-5",1,,광주광역시 광산구 도산동 128-5,35.121247,126.799734,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1026",1,광주광역시 광산구 도산로 43,광주광역시 광산구 도산동 1026,35.131976,126.790020,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1048-10",1,,광주광역시 광산구 도산동 1048-10,35.131294,126.790392,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1052-21",1,광주광역시 광산구 도산로 38,광주광역시 광산구 도산동 1052-21,35.131540,126.790575,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1050-5",1,광주광역시 광산구 도산로 34,광주광역시 광산구 도산동 1050-5,35.131234,126.790657,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1281-5",1,광주광역시 광산구 남동길48번길 15,광주광역시 광산구 도산동 1281-5,35.131083,126.789946,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1283-5",1,광주광역시 광산구 남동길48번길 24,광주광역시 광산구 도산동 1283-5,35.130720,126.789764,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1281-5",1,광주광역시 광산구 남동길48번길 15,광주광역시 광산구 도산동 1281-5,35.131083,126.789946,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1281-5",1,광주광역시 광산구 남동길48번길 15,광주광역시 광산구 도산동 1281-5,35.131083,126.789946,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1281-4",1,,광주광역시 광산구 도산동 1281-4,35.131070,126.789540,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1288-7",1,,광주광역시 광산구 도산동 1288-7,35.130420,126.789473,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1283-6",1,광주광역시 광산구 남동길 42-13,광주광역시 광산구 도산동 1283-6,35.130699,126.789414,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1283-1",1,광주광역시 광산구 남동길 44,광주광역시 광산구 도산동 1283-1,35.130963,126.788751,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1287-6",1,광주광역시 광산구 남동길 34-7,광주광역시 광산구 도산동 1287-6,35.130241,126.788707,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1288-2",1,광주광역시 광산구 남동길 34-6,광주광역시 광산구 도산동 1288-2,35.130016,126.788755,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1288-11",1,광주광역시 광산구 남동길30번길 7,광주광역시 광산구 도산동 1288-11,35.129837,126.788856,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1299-3",1,광주광역시 광산구 남동길30번길 8,광주광역시 광산구 도산동 1299-3,35.129584,126.788794,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1288-9",1,광주광역시 광산구 남동길30번길 9-7,광주광역시 광산구 도산동 1288-9,35.130037,126.789072,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1288-8",1,,광주광역시 광산구 도산동 1288-8,35.130311,126.789354,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1282-1",1,광주광역시 광산구 남동길48번길 25,광주광역시 광산구 도산동 1282-1,35.130761,126.790225,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1043-11",1,광주광역시 광산구 남동길48번길 33,광주광역시 광산구 도산동 1043-11,35.130483,126.790371,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1290-2",1,광주광역시 광산구 남동길48번길 42,광주광역시 광산구 도산동 1290-2,35.129848,126.790019,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1290-2",1,광주광역시 광산구 남동길48번길 42,광주광역시 광산구 도산동 1290-2,35.129848,126.790019,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1290-2",1,광주광역시 광산구 남동길48번길 42,광주광역시 광산구 도산동 1290-2,35.129848,126.790019,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1290-2",1,광주광역시 광산구 남동길48번길 42,광주광역시 광산구 도산동 1290-2,35.129848,126.790019,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1290-1",1,광주광역시 광산구 남동길30번길 21,광주광역시 광산구 도산동 1290-1,35.129430,126.789597,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1299-2",1,광주광역시 광산구 남동길30번길 16,광주광역시 광산구 도산동 1299-2,35.129531,126.788926,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1298-3",1,광주광역시 광산구 남동길 18-10,광주광역시 광산구 도산동 1298-3,35.129056,126.789186,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1298-3",1,광주광역시 광산구 남동길 18-10,광주광역시 광산구 도산동 1298-3,35.129056,126.789186,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1299-6",2,광주광역시 광산구 남동길 26-3,광주광역시 광산구 도산동 1299-6,35.129368,126.788885,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1298-3",1,광주광역시 광산구 남동길 18-10,광주광역시 광산구 도산동 1298-3,35.129056,126.789186,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1298-2",1,광주광역시 광산구 남동길 14,광주광역시 광산구 도산동 1298-2,35.128702,126.788971,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1297-3",1,광주광역시 광산구 남동길30번길 28,광주광역시 광산구 도산동 1297-3,35.128899,126.789682,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1298-3",1,광주광역시 광산구 남동길 18-10,광주광역시 광산구 도산동 1298-3,35.129056,126.789186,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1297-3",1,광주광역시 광산구 남동길30번길 28,광주광역시 광산구 도산동 1297-3,35.128899,126.789682,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1297-3",1,광주광역시 광산구 남동길30번길 28,광주광역시 광산구 도산동 1297-3,35.128899,126.789682,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1296-1",1,,광주광역시 광산구 도산동 1296-1,35.128322,126.789723,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1296-2",1,광주광역시 광산구 남동길 8-2,광주광역시 광산구 도산동 1296-2,35.128567,126.789851,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1296-4",1,,광주광역시 광산구 도산동 1296-4,35.128667,126.789948,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1296-5",1,광주광역시 광산구 남동길30번길 38,광주광역시 광산구 도산동 1296-5,35.128767,126.790057,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1295-3",1,광주광역시 광산구 남동길30번길 48,광주광역시 광산구 도산동 1295-3,35.128473,126.790379,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1295-10",1,,광주광역시 광산구 도산동 1295-10,35.128336,126.790217,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1295-1",1,광주광역시 광산구 남동길 4,광주광역시 광산구 도산동 1295-1,35.128109,126.790001,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1136-1",2,광주광역시 광산구 도산로9번길 35,광주광역시 광산구 도산동 1136-1,35.127548,126.790711,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1136-1",1,광주광역시 광산구 도산로9번길 35,광주광역시 광산구 도산동 1136-1,35.127548,126.790711,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1294-1",1,광주광역시 광산구 남동길30번길 45,광주광역시 광산구 도산동 1294-1,35.128710,126.790617,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1294-2",1,광주광역시 광산구 도산로9번길 12,광주광역시 광산구 도산동 1294-2,35.128893,126.790933,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1294-2",1,광주광역시 광산구 도산로9번길 12,광주광역시 광산구 도산동 1294-2,35.128893,126.790933,,한전주,062-960-8582,광주광역시 광산구청,2019-01-01
"도산동 1294-8",1,광주광역시 광산구 남동길30번길 45-16,광주광역시 광산구 도산동 1294-8,35.129120,126.791039,,전용주,062-960-8582,광주광역시 광산구청,2019-01-01
